epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,2616.7,1.45286,1.08896,0.93368,0.38798,0.29368,0.28799,0.16463,1.41584,1.08535,0.92528,0.000417119,0.000417119,0.000417119
23,2729.51,1.44788,1.08492,0.93339,0.3708,0.2961,0.28235,0.16282,1.42048,1.08305,0.92681,0.000402982,0.000402982,0.000402982
24,2841.87,1.44537,1.08043,0.93245,0.39042,0.30097,0.28935,0.1672,1.41254,1.07836,0.92384,0.000388844,0.000388844,0.000388844
25,2954.34,1.43507,1.06985,0.93079,0.39233,0.30239,0.28861,0.16441,1.41777,1.07279,0.9239,0.000374707,0.000374707,0.000374707
26,3066.9,1.42843,1.06129,0.92978,0.39351,0.30088,0.29085,0.16759,1.40831,1.06768,0.91978,0.00036057,0.00036057,0.00036057
27,3180.04,1.42784,1.06105,0.92674,0.40154,0.3104,0.29827,0.1712,1.40176,1.05674,0.91852,0.000346433,0.000346433,0.000346433
28,3295.48,1.4283,1.05943,0.92685,0.40285,0.30667,0.29697,0.17031,1.39954,1.05751,0.92001,0.000332296,0.000332296,0.000332296
29,3416.73,1.41388,1.04746,0.92507,0.404,0.30714,0.30072,0.1739,1.39618,1.04955,0.92075,0.000318158,0.000318158,0.000318158
30,3540.37,1.41495,1.04446,0.92541,0.39611,0.30624,0.29692,0.17122,1.39123,1.0528,0.91843,0.000304021,0.000304021,0.000304021
31,3654.58,1.41747,1.04285,0.92416,0.39943,0.30764,0.2975,0.17135,1.38858,1.05388,0.92002,0.000289884,0.000289884,0.000289884
32,3790.54,1.41374,1.03859,0.92387,0.39857,0.30991,0.29694,0.17171,1.39417,1.05418,0.91775,0.000275747,0.000275747,0.000275747
33,3927.37,1.40654,1.02964,0.9226,0.40845,0.30935,0.3031,0.17443,1.39017,1.04033,0.91863,0.00026161,0.00026161,0.00026161
34,4067.33,1.40198,1.02459,0.9212,0.40738,0.31373,0.30376,0.17554,1.38743,1.03771,0.91897,0.000247472,0.000247472,0.000247472
35,4206.8,1.39374,1.01184,0.91914,0.40326,0.31457,0.3039,0.17572,1.3831,1.03515,0.9169,0.000233335,0.000233335,0.000233335
36,4342.32,1.39286,1.01727,0.92066,0.40321,0.31131,0.29965,0.17342,1.38868,1.03801,0.91757,0.000219198,0.000219198,0.000219198
37,4477.46,1.38203,1.00822,0.9194,0.40476,0.31848,0.30584,0.17688,1.38159,1.03011,0.91583,0.000205061,0.000205061,0.000205061
38,4612.63,1.38525,1.00596,0.91826,0.40021,0.32278,0.30713,0.17731,1.38162,1.02769,0.91616,0.000190924,0.000190924,0.000190924
39,4751.12,1.38443,1.00027,0.91705,0.40789,0.31687,0.30859,0.17848,1.38159,1.03048,0.91427,0.000176786,0.000176786,0.000176786
40,4891.83,1.37324,0.99434,0.91595,0.41746,0.31268,0.30865,0.17829,1.37343,1.02853,0.91518,0.000162649,0.000162649,0.000162649
41,5023.64,1.35118,0.97318,0.91666,0.40633,0.3153,0.30743,0.17616,1.38401,1.0293,0.91741,0.000148512,0.000148512,0.000148512
42,5150.01,1.33542,0.95626,0.91267,0.40934,0.31309,0.30595,0.17577,1.38469,1.02769,0.9176,0.000134375,0.000134375,0.000134375
43,5277.48,1.33421,0.95004,0.9116,0.40842,0.3145,0.3074,0.17683,1.3872,1.02815,0.91741,0.000120238,0.000120238,0.000120238
44,5426.13,1.33031,0.9455,0.91066,0.416,0.31651,0.31007,0.17863,1.38028,1.02363,0.91578,0.0001061,0.0001061,0.0001061
45,5554.39,1.32569,0.93784,0.90926,0.40359,0.3195,0.30985,0.17808,1.37797,1.02445,0.91478,9.19632e-05,9.19632e-05,9.19632e-05
46,5680.99,1.32122,0.93274,0.90874,0.39962,0.32399,0.31164,0.17975,1.37725,1.02162,0.91429,7.7826e-05,7.7826e-05,7.7826e-05
47,5810.17,1.31813,0.92923,0.90787,0.40833,0.32046,0.31189,0.17959,1.37558,1.01945,0.91468,6.36888e-05,6.36888e-05,6.36888e-05
48,5933.91,1.31676,0.92874,0.90714,0.40988,0.32062,0.31161,0.17989,1.37638,1.01739,0.91381,4.95516e-05,4.95516e-05,4.95516e-05
49,6061.57,1.31226,0.92473,0.90728,0.41671,0.31818,0.31313,0.18083,1.37424,1.01541,0.91348,3.54144e-05,3.54144e-05,3.54144e-05
50,6193.49,1.30896,0.91983,0.90614,0.41703,0.31579,0.31252,0.18085,1.37371,1.01457,0.91372,2.12772e-05,2.12772e-05,2.12772e-05
